ma_number	concept_id	concept_name	concept_code	mapping_type	ema_active_substance	pdf_strength	pdf_pharmaceutical_form	pdf_route_of_administration	pdf_packaging	pdf_content	pdf_pack_size	pdf_product_name	ema_name_of_medicine	ema_product_number	ema_atc_code	comment	suggestion	last_updated_date
EU/1/17/1247/002	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	250 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 250 IU; 1 vial + 1 vial, solvent: 2 ml (125 preassembled with IU/ml) reconstitution device	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/003	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	250 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 250 IU; 1 vial + 1 vial + solvent: 5 ml (50 reconstitution device IU/ml)	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/004	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	250 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 250 IU; 1 vial + 1 vial, solvent: 5 ml (50 preassembled with IU/ml) reconstitution device	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/005	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 500 IU; 1 vial + 1 vial + solvent: 2 ml (250 reconstitution device IU/ml)	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/006	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 500 IU; 1 vial + 1 vial, solvent: 2 ml (250 preassembled with IU/ml) reconstitution device	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/007	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 500 IU; 1 vial + 1 vial + solvent: 5 ml (100 reconstitution device IU/ml)	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/008	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	500 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 500 IU; 1 vial + 1 vial, solvent: 5 ml (100 preassembled with IU/ml) reconstitution device	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/009	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	1000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 1000 IU; 1 vial + 1 vial + solvent: 2 ml (500 reconstitution device IU/ml)	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/010	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	1000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial(glass); solvent: vial	(glass)	powder: 1000 IU; 1 vial + 1 vial, solvent: 2 ml (500 preassembled with IU/ml) reconstitution device	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/011	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	1000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 1000 IU; 1 vial + 1 vial + solvent: 5 ml (200 reconstitution device IU/ml)	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/012	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	1000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 1000 IU; 1 vial + 1 vial, solvent: 5 ml (200 preassembled with IU/ml) reconstitution device	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/013	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	2000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 2000 IU; 1 vial + 1 vial + solvent: 5 ml (400 reconstitution device IU/ml)	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/014	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	2000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 2000 IU; 1 vial + 1 vial, solvent: 5 ml (400 preassembled with IU/ml) reconstitution device	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/015	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	3000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 3000 IU; 1 vial + 1 vial + solvent: 5 ml (600 reconstitution device IU/ml)	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1247/016	35605888	antihemophilic factor (recombinant) pegylated 1 UNT Injection	1741407	EXACT	rurioctocog alfa pegol	3000 IU	Powder and solvent for solution for injection	Intravenous use	powder: vial solvent: vial	(glass); (glass)	powder: 3000 IU; 1 vial + 1 vial, solvent: 5 ml (600 preassembled with IU/ml) reconstitution device	adynovi	Adynovi	EMEA/H/C/004195	B02BD02			2025-12-04
EU/1/17/1180/001	46287439	rolapitant 90 MG Oral Tablet	1665503	EXACT	rolapitant	90 mg	Film-coated tablet	Oral use	(alui/PVC/PCT FE)	1 x 2 tablets (unit dose)		varuby	Varuby	EMEA/H/C/004196	A04AD			2025-12-04
EU/1/17/1186/001	702009	fluciclovine	2571859	EXACT	fluciclovine (18F)	1600 MBq/ml	Solution for injection	Intravenous use	vial (glass)	1.0 - 10 ml	1 vial of 10 ml	axumin	Axumin	EMEA/H/C/004197	V09IX12	Diagnostic radiopharmaceutical (PET imaging agent); ingredient-level concept is best available match in RxNorm		2026-03-11
EU/1/17/1186/002	702009	fluciclovine	2571859	EXACT	fluciclovine (18F)	3200 MBq/ml	Solution for injection	Intravenous use	vial (glass)	1.0 - 10 ml	1 vial of 10 ml	axumin	Axumin	EMEA/H/C/004197	V09IX12	Diagnostic radiopharmaceutical (PET imaging agent); ingredient-level concept is best available match in RxNorm		2026-03-11
EU/1/17/1186/003	702009	fluciclovine	2571859	EXACT	fluciclovine (18F)	1600 MBq/ml	Solution for injection	Intravenous use	vial (glass)	1.0 - 10 ml	1 vial of 15 ml	axumin	Axumin	EMEA/H/C/004197	V09IX12	Diagnostic radiopharmaceutical (PET imaging agent); ingredient-level concept is best available match in RxNorm		2026-03-11
EU/1/17/1186/004	702009	fluciclovine	2571859	EXACT	fluciclovine (18F)	3200 MBq/ml	Solution for injection	Intravenous use	vial (glass)	1.0 - 10 ml	1 vial of 15 ml	axumin	Axumin	EMEA/H/C/004197	V09IX12	Diagnostic radiopharmaceutical (PET imaging agent); ingredient-level concept is best available match in RxNorm		2026-03-11
EU/1/18/1277/001	42799714	gemtuzumab ozogamicin 1 MG/ML Injectable Solution [Mylotarg]	1294587	EXACT	gemtuzumab ozogamicin	5 mg	Powder for concentrate for solution for infusion	Intravenous use	vial (glass)	1 vial		mylotarg	Mylotarg	EMEA/H/C/004204				2025-12-04
EU/1/16/1114/001	19102218	bortezomib 3.5 MG Injection	402243	EXACT	bortezomib	3.5 mg	Powder for solution for injection	Intravenous use, Subcutaneous use	vial (glass)	1 vial		bortezomib-hospira	Bortezomib Hospira	EMEA/H/C/004207	L01XG01			2025-12-04
EU/1/16/1114/002	779674	bortezomib 2.5 MG Injection	2601544	EXACT	bortezomib	2.5 mg	Powder for solution for injection	Intravenous use, Subcutaneous use	vial (glass)	1 vial		bortezomib-hospira	Bortezomib Hospira	EMEA/H/C/004207	L01XG01			2025-12-04
EU/1/16/1114/003	43290476	bortezomib 3 MG Injection	OMOP551473	EXACT	bortezomib	3 mg	Powder for solution for injection	Intravenous use, Subcutaneous use	vial (glass)	1 vial		bortezomib-hospira	Bortezomib Hospira	EMEA/H/C/004207	L01XG01			2025-12-04
EU/1/16/1114/004	779672	bortezomib 1 MG Injection	2601542	EXACT	bortezomib	1 mg	Powder for solution for injection	Intravenous use, Subcutaneous use	vial (glass)	1 vial		bortezomib-hospira	Bortezomib Hospira	EMEA/H/C/004207	L01XG01			2025-12-04
EU/1/17/1197/001	1355557	cenegermin-bkbj 0.02 MG/ML Ophthalmic Solution [Oxervate]	2104341	EXACT	recombinant human nerve growth factor	20 µg/ml	Eye drops, solution	Ocular use	vial (glass)	1 ml	7 multi-dose vials	oxervate	Oxervate	EMEA/H/C/004209	S01			2025-12-04
EU/1/16/1116/001	36249215	sofosbuvir 400 MG / velpatasvir 100 MG Oral Tablet [Epclusa]	1799218	EXACT	sofosbuvir;velpatasvir	400 mg / 100 mg	Film-coated tablet	Oral use	bottle (HDPE)	28 tablets		epclusa	Epclusa	EMEA/H/C/004210	J05A			2025-12-04
EU/1/16/1116/002	37499477	sofosbuvir 200 MG / velpatasvir 50 MG Oral Tablet [Epclusa]	2288816	EXACT	sofosbuvir;velpatasvir	200 mg / 50 mg	Film-coated tablet	Oral use	bottle (HDPE)	28 tablets		epclusa	Epclusa	EMEA/H/C/004210	J05A			2025-12-04
EU/1/16/1116/003	702129	sofosbuvir 150 MG / velpatasvir 37.5 MG Oral Pellet [Epclusa]	2584199	EXACT	sofosbuvir;velpatasvir	150 mg / 37.5 mg	Coated granules	Oral use	sachet (PET/alu/PE)	28 sachets		epclusa	Epclusa	EMEA/H/C/004210	J05A			2025-12-04
EU/1/16/1116/004	36934882	sofosbuvir 200 MG / velpatasvir 50 MG Oral Granules	OMOP5198293	EXACT	sofosbuvir;velpatasvir	200 mg / 50 mg	Coated granules	Oral use	sachet (PET/alu/PE)	28 sachets		epclusa	Epclusa	EMEA/H/C/004210	J05A			2025-12-04
EU/1/16/1164/001	1302340	0.4 ML adalimumab-atto 50 MG/ML Prefilled Syringe	2627711	EXACT	adalimumab	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 mL (50 mg/mL)	1 pre-filled syringe	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/002	1302344	0.8 ML adalimumab-atto 50 MG/ML Prefilled Syringe	2627724	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 mL (50 mg/mL)	1 pre-filled syringe	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/003	1302344	0.8 ML adalimumab-atto 50 MG/ML Prefilled Syringe	2627724	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 mL (50 mg/mL)	2 pre-filled syringes	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/004	1302344	0.8 ML adalimumab-atto 50 MG/ML Prefilled Syringe	2627724	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 mL (50 mg/mL)	4 pre-filled syringes	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/005	1302344	0.8 ML adalimumab-atto 50 MG/ML Prefilled Syringe	2627724	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 mL (50 mg/mL)	6 (3 x 2) pre-filled syringes (multipack)	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/006	1302342	0.8 ML adalimumab-atto 50 MG/ML Auto-Injector	2627719	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.8 mL (50 mg/mL)	1 pre-filled pen	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/007	1302342	0.8 ML adalimumab-atto 50 MG/ML Auto-Injector	2627719	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.8 mL (50 mg/mL)	2 pre-filled pens	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/008	1302342	0.8 ML adalimumab-atto 50 MG/ML Auto-Injector	2627719	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.8 mL (50 mg/mL)	4 pre-filled pens	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/009	1302342	0.8 ML adalimumab-atto 50 MG/ML Auto-Injector	2627719	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.8 mL (50 mg/mL)	6 (3 x 2) pre-filled pens (multipack)	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/010	747805	0.2 ML adalimumab-atto 100 MG/ML Prefilled Syringe	2663901	EXACT	adalimumab	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.2 mL (100 mg/mL)	1 pre-filled syringe	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/011	747807	0.4 ML adalimumab-atto 100 MG/ML Prefilled Syringe	2663906	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 mL (100 mg/mL)	1 pre-filled syringe	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/012	747807	0.4 ML adalimumab-atto 100 MG/ML Prefilled Syringe	2663906	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 mL (100 mg/mL)	2 pre-filled syringes	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/013	747807	0.4 ML adalimumab-atto 100 MG/ML Prefilled Syringe	2663906	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 mL (100 mg/mL)	6 (3 x 2) pre-filled syringes (multipack)	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/014	747809	0.4 ML adalimumab-atto 100 MG/ML Auto-Injector	2663908	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.4 mL (100 mg/mL)	1 pre-filled pen	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/015	747809	0.4 ML adalimumab-atto 100 MG/ML Auto-Injector	2663908	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.4 mL (100 mg/mL)	2 pre-filled pens	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/016	747809	0.4 ML adalimumab-atto 100 MG/ML Auto-Injector	2663908	EXACT	adalimumab	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.4 mL (100 mg/mL)	6 (3 x 2) pre-filled pens (multipack)	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/017	747811	0.8 ML adalimumab-atto 100 MG/ML Prefilled Syringe	2663912	EXACT	adalimumab	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 mL (100 mg/mL)	1 pre-filled syringe	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/018	747811	0.8 ML adalimumab-atto 100 MG/ML Prefilled Syringe	2663912	EXACT	adalimumab	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 mL (100 mg/mL)	2 pre-filled syringes	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/019	747811	0.8 ML adalimumab-atto 100 MG/ML Prefilled Syringe	2663912	EXACT	adalimumab	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 mL (100 mg/mL)	3 (3 x 1) pre-filled syringes (multipack)	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/020	747813	0.8 ML adalimumab-atto 100 MG/ML Auto-Injector	2663914	EXACT	adalimumab	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.8 mL (100 mg/mL)	1 pre-filled pen	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/021	747813	0.8 ML adalimumab-atto 100 MG/ML Auto-Injector	2663914	EXACT	adalimumab	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.8 mL (100 mg/mL)	2 pre-filled pens	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/16/1164/022	747813	0.8 ML adalimumab-atto 100 MG/ML Auto-Injector	2663914	EXACT	adalimumab	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen (SureClick)	0.8 mL (100 mg/mL)	3 (3 x 1) pre-filled pens (multipack)	amgevita	Amgevita	EMEA/H/C/004212	L04AB04			2025-12-04
EU/1/17/1221/001	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)	21 tablets		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/002	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)	21 tablets		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/003	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)	42 tablets		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/004	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)	42 tablets		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/005	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)	63 tablets		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/006	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)	63 tablets		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/007	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)	63 (3 x 21) tablets (multipack)		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/008	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)	63 (3 x 21) tablets (multipack)		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/009	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)	126 (3 x 42) tablets (multipack)		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/010	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)	126 (3 x 42) tablets (multipack)		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/011	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PCTFE/PVC)	189 (3 x 63) tablets (multipack)		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1221/012	1592928	ribociclib 200 MG Oral Tablet [Kisqali]	1873989	EXACT	ribociclib succinate	200 mg	Film-coated tablet	Oral use	blister (PA/alu/PVC)	189 (3 x 63) tablets (multipack)		kisqali	Kisqali	EMEA/H/C/004213	L01EF02			2025-12-04
EU/1/17/1178/001	42901965	tofacitinib 5 MG Oral Tablet [Xeljanz]	1357547	EXACT	tofacitinib	5 mg	Film-coated tablet	Oral use	bottle (HDPE)		60 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
EU/1/17/1178/002	42901965	tofacitinib 5 MG Oral Tablet [Xeljanz]	1357547	EXACT	tofacitinib	5 mg	Film-coated tablet	Oral use	bottle (HDPE)		180 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
EU/1/17/1178/003	42901965	tofacitinib 5 MG Oral Tablet [Xeljanz]	1357547	EXACT	tofacitinib	5 mg	Film-coated tablet	Oral use	blister (alu/PVC/alu)		56 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
EU/1/17/1178/004	42901965	tofacitinib 5 MG Oral Tablet [Xeljanz]	1357547	EXACT	tofacitinib	5 mg	Film-coated tablet	Oral use	blister (alu/PVC/alu)		182 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
EU/1/17/1178/005	1559835	tofacitinib 10 MG Oral Tablet [Xeljanz]	2048568	EXACT	tofacitinib	10 mg	Film-coated tablet	Oral use	bottle (HDPE)		60 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
EU/1/17/1178/006	1559835	tofacitinib 10 MG Oral Tablet [Xeljanz]	2048568	EXACT	tofacitinib	10 mg	Film-coated tablet	Oral use	bottle (HDPE)		180 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
EU/1/17/1178/007	1559835	tofacitinib 10 MG Oral Tablet [Xeljanz]	2048568	EXACT	tofacitinib	10 mg	Film-coated tablet	Oral use	blister (alu/PVC/alu)		56 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
EU/1/17/1178/008	1559835	tofacitinib 10 MG Oral Tablet [Xeljanz]	2048568	EXACT	tofacitinib	10 mg	Film-coated tablet	Oral use	blister (alu/PVC/alu)		112 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
EU/1/17/1178/009	1559835	tofacitinib 10 MG Oral Tablet [Xeljanz]	2048568	EXACT	tofacitinib	10 mg	Film-coated tablet	Oral use	blister (alu/PVC/alu)		182 tablets	xeljanz	Xeljanz	EMEA/H/C/004214	L04AF01			2025-12-04
